ID	LENGTH	OVERLAP	ERROR	PVALUE
ERR346600.22998	386	116	0.0000	1.1102e-16
ERR346600.22999	416	86	0.0116	1.1102e-16
ERR346600.23001	392	110	0.0364	1.1102e-16
ERR346600.23003	398	104	0.0000	1.1102e-16
ERR346600.23004	404	98	0.0000	1.1102e-16
ERR346600.23002	334	168	0.0000	1.1102e-16
ERR346600.23006	401	101	0.0099	1.1102e-16
ERR346600.23005	392	110	0.5273	2.4761e-07
ERR346600.23007	395	107	0.0000	1.1102e-16
ERR346600.23010	389	113	0.0000	1.1102e-16
ERR346600.23011	401	101	0.0198	1.1102e-16
ERR346600.23008	401	101	0.0000	1.1102e-16
ERR346600.23009	398	104	0.0096	1.1102e-16
ERR346600.23012	401	101	0.0000	1.1102e-16
ERR346600.23013	395	107	0.0000	1.1102e-16
ERR346600.23014	401	101	0.0000	1.1102e-16
ERR346600.23015	404	98	0.0000	1.1102e-16
ERR346600.23016	392	110	0.0091	1.1102e-16
ERR346600.23018	389	113	0.0088	1.1102e-16
ERR346600.23019	392	110	0.0000	1.1102e-16
ERR346600.23020	401	101	0.0000	1.1102e-16
ERR346600.23017	402	100	0.0100	1.1102e-16
ERR346600.23022	410	92	0.0217	1.1102e-16
ERR346600.23023	410	92	0.0217	1.1102e-16
ERR346600.23021	416	86	0.0116	1.1102e-16
ERR346600.23025	392	110	0.0000	1.1102e-16
ERR346600.23026	398	104	0.0000	1.1102e-16
ERR346600.23024	395	107	0.0093	1.1102e-16
ERR346600.23028	398	104	0.0000	1.1102e-16
ERR346600.23029	401	101	0.0099	1.1102e-16
ERR346600.23027	407	95	0.0105	1.1102e-16
ERR346600.23031	395	107	0.0000	1.1102e-16
ERR346600.23032	401	101	0.0000	1.1102e-16
ERR346600.23030	398	104	0.0000	1.1102e-16
ERR346600.23034	395	107	0.0000	1.1102e-16
ERR346600.23035	398	104	0.0096	1.1102e-16
ERR346600.23033	395	107	0.0000	1.1102e-16
ERR346600.23037	386	116	0.0000	1.1102e-16
ERR346600.23036	410	92	0.0000	1.1102e-16
ERR346600.23038	398	104	0.0000	1.1102e-16
ERR346600.23040	398	104	0.0000	1.1102e-16
ERR346600.23039	397	105	0.0000	1.1102e-16
ERR346600.23042	395	107	0.0093	1.1102e-16
ERR346600.23043	395	107	0.0000	1.1102e-16
ERR346600.23041	401	101	0.0000	1.1102e-16
ERR346600.23044	404	98	0.0000	1.1102e-16
ERR346600.23045	398	104	0.0192	1.1102e-16
ERR346600.23046	410	92	0.0217	1.1102e-16
ERR346600.23049	404	98	0.0000	1.1102e-16
ERR346600.23050	392	110	0.0091	1.1102e-16
ERR346600.23047	407	95	0.0211	1.1102e-16
ERR346600.23048	410	92	0.0000	1.1102e-16
ERR346600.23051	392	110	0.0091	1.1102e-16
ERR346600.23052	389	113	0.0000	1.1102e-16
ERR346600.23055	398	104	0.0288	1.1102e-16
ERR346600.23056	394	108	0.0185	1.1102e-16
ERR346600.23053	389	113	0.0000	1.1102e-16
ERR346600.23057	392	110	0.0091	1.1102e-16
ERR346600.23054	413	89	0.0112	1.1102e-16
ERR346600.23058	398	104	0.0481	1.1102e-16
ERR346600.23060	392	110	0.1636	1.1102e-16
ERR346600.23062	398	104	0.0192	1.1102e-16
ERR346600.23059	401	101	0.0000	1.1102e-16
ERR346600.23063	416	86	0.0116	1.1102e-16
ERR346600.23064	395	107	0.0000	1.1102e-16
ERR346600.23061	383	119	0.0000	1.1102e-16
ERR346600.23066	392	110	0.0000	1.1102e-16
ERR346600.23067	398	104	0.0000	1.1102e-16
ERR346600.23065	386	116	0.0776	1.1102e-16
ERR346600.23069	395	107	0.0000	1.1102e-16
ERR346600.23070	401	101	0.0000	1.1102e-16
ERR346600.23068	389	113	0.0000	1.1102e-16
ERR346600.23072	395	107	0.0000	1.1102e-16
ERR346600.23071	401	101	0.0000	1.1102e-16
ERR346600.23073	392	110	0.0091	1.1102e-16
ERR346600.23075	403	99	0.0000	1.1102e-16
ERR346600.23077	395	107	0.0093	1.1102e-16
ERR346600.23074	392	110	0.0000	1.1102e-16
ERR346600.23079	401	101	0.0198	1.1102e-16
ERR346600.23080	413	89	0.0449	1.1102e-16
ERR346600.23076	456	46	0.5435	1.2705e-03
ERR346600.23078	389	113	0.0000	1.1102e-16
ERR346600.23081	389	113	0.0000	1.1102e-16
ERR346600.23083	410	92	0.0870	1.1102e-16
ERR346600.23085	404	98	0.0000	1.1102e-16
ERR346600.23082	401	101	0.0198	1.1102e-16
ERR346600.23086	401	101	0.0000	1.1102e-16
ERR346600.23084	399	103	0.0000	1.1102e-16
ERR346600.23087	485	17	0.4118	1.8629e-03
ERR346600.23089	392	110	0.0091	1.1102e-16
ERR346600.23091	398	104	0.0096	1.1102e-16
ERR346600.23092	396	106	0.1604	1.1102e-16
ERR346600.23088	386	116	0.0000	1.1102e-16
ERR346600.23090	395	107	0.2991	1.1102e-16
ERR346600.23093	392	110	0.0000	1.1102e-16
ERR346600.23094	393	109	0.1284	1.1102e-16
ERR346600.23098	401	101	0.0099	1.1102e-16
ERR346600.23097	401	101	0.0000	1.1102e-16
ERR346600.23095	392	110	0.2182	1.1102e-16
ERR346600.23096	389	113	0.0088	1.1102e-16
ERR346600.23099	386	116	0.1638	1.1102e-16
ERR346600.23100	401	101	0.0000	1.1102e-16
ERR346600.23103	407	95	0.0105	1.1102e-16
ERR346600.23104	410	92	0.0000	1.1102e-16
ERR346600.23102	398	104	0.0288	1.1102e-16
ERR346600.23101	386	116	0.0000	1.1102e-16
ERR346600.23105	395	107	0.0000	1.1102e-16
ERR346600.23106	395	107	0.0280	1.1102e-16
ERR346600.23109	401	101	0.0000	1.1102e-16
ERR346600.23108	401	101	0.0000	1.1102e-16
ERR346600.23110	398	104	0.0000	1.1102e-16
ERR346600.23107	413	89	0.0000	1.1102e-16
ERR346600.23111	416	86	0.0000	1.1102e-16
ERR346600.23113	401	101	0.0099	1.1102e-16
ERR346600.23115	407	95	0.0000	1.1102e-16
ERR346600.23114	394	108	0.0000	1.1102e-16
ERR346600.23116	398	104	0.0000	1.1102e-16
ERR346600.23112	414	88	0.0341	1.1102e-16
ERR346600.23117	407	95	0.0000	1.1102e-16
ERR346600.23119	389	113	0.0088	1.1102e-16
ERR346600.23121	392	110	0.0000	1.1102e-16
ERR346600.23122	398	104	0.0000	1.1102e-16
ERR346600.23118	392	110	0.0000	1.1102e-16
ERR346600.23120	403	99	0.0101	1.1102e-16
ERR346600.23123	392	110	0.0182	1.1102e-16
ERR346600.23124	401	101	0.0000	1.1102e-16
ERR346600.23127	386	116	0.0517	1.1102e-16
ERR346600.23128	398	104	0.0000	1.1102e-16
ERR346600.23125	389	113	0.0088	1.1102e-16
ERR346600.23126	404	98	0.0102	1.1102e-16
ERR346600.23130	395	107	0.0000	1.1102e-16
ERR346600.23129	410	92	0.0000	1.1102e-16
ERR346600.23133	398	104	0.0000	1.1102e-16
ERR346600.23134	389	113	0.0000	1.1102e-16
ERR346600.23131	386	116	0.0000	1.1102e-16
ERR346600.23132	410	92	0.0000	1.1102e-16
ERR346600.23135	407	95	0.0000	1.1102e-16
ERR346600.23136	386	116	0.0000	1.1102e-16
ERR346600.23139	392	110	0.0091	1.1102e-16
ERR346600.23140	395	107	0.0000	1.1102e-16
ERR346600.23137	389	113	0.0000	1.1102e-16
ERR346600.23138	401	101	0.0000	1.1102e-16
ERR346600.23141	389	113	0.0088	1.1102e-16
ERR346600.23142	395	107	0.0000	1.1102e-16
ERR346600.23146	389	113	0.0000	1.1102e-16
ERR346600.23145	392	110	0.0455	1.1102e-16
ERR346600.23144	401	101	0.0000	1.1102e-16
ERR346600.23143	404	98	0.0714	1.1102e-16
ERR346600.23148	389	113	0.0177	1.1102e-16
ERR346600.23147	392	110	0.0091	1.1102e-16
ERR346600.23149	401	101	0.0198	1.1102e-16
ERR346600.23150	392	110	0.0727	1.1102e-16
ERR346600.23151	417	85	0.0000	1.1102e-16
ERR346600.23152	410	92	0.0000	1.1102e-16
ERR346600.23153	389	113	0.0000	1.1102e-16
ERR346600.23154	401	101	0.0000	1.1102e-16
ERR346600.23155	389	113	0.0177	1.1102e-16
ERR346600.23159	398	104	0.0000	1.1102e-16
ERR346600.23157	398	104	0.2788	1.1102e-16
ERR346600.23158	389	113	0.0000	1.1102e-16
ERR346600.23156	386	116	0.0000	1.1102e-16
ERR346600.23160	398	104	0.0000	1.1102e-16
ERR346600.23161	404	98	0.0204	1.1102e-16
ERR346600.23162	401	101	0.0000	1.1102e-16
ERR346600.23164	386	116	0.0086	1.1102e-16
ERR346600.23165	392	110	0.0000	1.1102e-16
ERR346600.23167	358	144	0.6389	1.5459e-03
ERR346600.23168	398	104	0.0000	1.1102e-16
ERR346600.23166	404	98	0.0714	1.1102e-16
ERR346600.23163	389	113	0.0000	1.1102e-16
ERR346600.23170	395	107	0.0000	1.1102e-16
ERR346600.23171	389	113	0.0000	1.1102e-16
ERR346600.23169	395	107	0.0093	1.1102e-16
ERR346600.23172	398	104	0.0000	1.1102e-16
ERR346600.23174	410	92	0.0000	1.1102e-16
ERR346600.23173	410	92	0.5761	1.4095e-04
ERR346600.23176	386	116	0.0172	1.1102e-16
ERR346600.23177	398	104	0.2019	1.1102e-16
ERR346600.23175	389	113	0.0000	1.1102e-16
ERR346600.23179	401	101	0.0000	1.1102e-16
ERR346600.23180	395	107	0.0000	1.1102e-16
ERR346600.23178	395	107	0.0000	1.1102e-16
ERR346600.23183	401	101	0.0594	1.1102e-16
ERR346600.23182	395	107	0.0000	1.1102e-16
ERR346600.23181	395	107	0.0000	1.1102e-16
ERR346600.23185	392	110	0.0000	1.1102e-16
ERR346600.23184	389	113	0.0000	1.1102e-16
ERR346600.23186	395	107	0.0000	1.1102e-16
ERR346600.23188	398	104	0.0000	1.1102e-16
ERR346600.23190	389	113	0.0000	1.1102e-16
ERR346600.23187	392	110	0.0000	1.1102e-16
ERR346600.23191	401	101	0.0000	1.1102e-16
ERR346600.23189	398	104	0.0000	1.1102e-16
ERR346600.23192	389	113	0.0177	1.1102e-16
ERR346600.23194	398	104	0.0000	1.1102e-16
ERR346600.23196	395	107	0.0000	1.1102e-16
ERR346600.23193	399	103	0.0097	1.1102e-16
ERR346600.23195	398	104	0.0096	1.1102e-16
ERR346600.23198	398	104	0.0000	1.1102e-16
ERR346600.23197	398	104	0.0000	1.1102e-16
ERR346600.23201	410	92	0.0000	1.1102e-16
ERR346600.23202	398	104	0.0000	1.1102e-16
ERR346600.23199	386	116	0.0000	1.1102e-16
ERR346600.23200	410	92	0.0109	1.1102e-16
ERR346600.23203	323	179	0.6369	3.9589e-04
ERR346600.23204	398	104	0.0096	1.1102e-16
ERR346600.23207	401	101	0.0000	1.1102e-16
ERR346600.23208	398	104	0.0000	1.1102e-16
ERR346600.23205	398	104	0.4038	4.8404e-14
ERR346600.23206	392	110	0.0000	1.1102e-16
ERR346600.23209	401	101	0.0099	1.1102e-16
ERR346600.23210	389	113	0.0000	1.1102e-16
ERR346600.23212	392	110	0.0000	1.1102e-16
ERR346600.23213	398	104	0.0000	1.1102e-16
ERR346600.23211	401	101	0.0000	1.1102e-16
ERR346600.23214	407	95	0.1053	1.1102e-16
ERR346600.23216	380	122	0.0000	1.1102e-16
ERR346600.23215	392	110	0.0091	1.1102e-16
ERR346600.23218	395	107	0.0000	1.1102e-16
ERR346600.23220	337	165	0.0000	1.1102e-16
ERR346600.23219	398	104	0.0000	1.1102e-16
ERR346600.23221	410	92	0.0870	1.1102e-16
ERR346600.23222	395	107	0.0093	1.1102e-16
ERR346600.23217	398	104	0.0000	1.1102e-16
ERR346600.23223	389	113	0.1150	1.1102e-16
ERR346600.23225	395	107	0.0000	1.1102e-16
ERR346600.23224	440	62	0.2742	2.8614e-15
ERR346600.23227	398	104	0.0769	1.1102e-16
ERR346600.23228	398	104	0.0000	1.1102e-16
ERR346600.23230	404	98	0.0102	1.1102e-16
ERR346600.23229	398	104	0.0000	1.1102e-16
ERR346600.23226	440	62	0.3871	9.6956e-10
ERR346600.23232	389	113	0.0088	1.1102e-16
ERR346600.23233	389	113	0.0000	1.1102e-16
ERR346600.23231	410	92	0.0109	1.1102e-16
ERR346600.23236	400	102	0.0000	1.1102e-16
ERR346600.23234	392	110	0.0000	1.1102e-16
ERR346600.23237	398	104	0.0000	1.1102e-16
ERR346600.23235	413	89	0.0000	1.1102e-16
ERR346600.23240	401	101	0.0000	1.1102e-16
ERR346600.23241	389	113	0.0000	1.1102e-16
ERR346600.23239	383	119	0.1008	1.1102e-16
ERR346600.23243	394	108	0.0000	1.1102e-16
ERR346600.23238	392	110	0.0000	1.1102e-16
ERR346600.23242	410	92	0.0543	1.1102e-16
ERR346600.23244	392	110	0.0000	1.1102e-16
ERR346600.23246	413	89	0.0112	1.1102e-16
ERR346600.23248	394	108	0.0000	1.1102e-16
ERR346600.23245	404	98	0.0000	1.1102e-16
ERR346600.23247	398	104	0.0288	1.1102e-16
ERR346600.23249	386	116	0.0086	1.1102e-16
ERR346600.23251	392	110	0.0000	1.1102e-16
ERR346600.23250	397	105	0.0000	1.1102e-16
ERR346600.23252	401	101	0.0000	1.1102e-16
ERR346600.23254	389	113	0.0000	1.1102e-16
ERR346600.23255	395	107	0.0280	1.1102e-16
ERR346600.23256	398	104	0.0000	1.1102e-16
ERR346600.23253	413	89	0.0112	1.1102e-16
ERR346600.23257	398	104	0.0096	1.1102e-16
ERR346600.23258	401	101	0.0198	1.1102e-16
ERR346600.23259	299	203	0.1872	1.1102e-16
ERR346600.23261	398	104	0.0000	1.1102e-16
ERR346600.23262	386	116	0.0086	1.1102e-16
ERR346600.23264	389	113	0.0000	1.1102e-16
ERR346600.23265	395	107	0.0000	1.1102e-16
ERR346600.23263	392	110	0.0000	1.1102e-16
ERR346600.23260	404	98	0.0000	1.1102e-16
ERR346600.23266	392	110	0.0000	1.1102e-16
ERR346600.23267	404	98	0.0000	1.1102e-16
ERR346600.23271	398	104	0.0000	1.1102e-16
ERR346600.23270	398	104	0.0000	1.1102e-16
ERR346600.23268	389	113	0.0000	1.1102e-16
ERR346600.23269	404	98	0.0000	1.1102e-16
ERR346600.23273	401	101	0.0297	1.1102e-16
ERR346600.23275	407	95	0.0105	1.1102e-16
ERR346600.23274	398	104	0.0000	1.1102e-16
ERR346600.23277	389	113	0.0000	1.1102e-16
ERR346600.23272	389	113	0.0000	1.1102e-16
ERR346600.23276	392	110	0.0273	1.1102e-16
ERR346600.23279	416	86	0.0233	1.1102e-16
ERR346600.23278	383	119	0.0000	1.1102e-16
ERR346600.23281	392	110	0.1455	1.1102e-16
ERR346600.23283	398	104	0.0000	1.1102e-16
ERR346600.23282	398	104	0.0385	1.1102e-16
ERR346600.23285	401	101	0.0000	1.1102e-16
ERR346600.23280	395	107	0.0093	1.1102e-16
ERR346600.23284	392	110	0.0000	1.1102e-16
ERR346600.23291	410	92	0.0978	1.1102e-16
ERR346600.23286	404	98	0.0306	1.1102e-16
ERR346600.23289	395	107	0.0187	1.1102e-16
ERR346600.23287	392	110	0.0000	1.1102e-16
ERR346600.23290	386	116	0.0172	1.1102e-16
ERR346600.23294	382	120	0.6083	3.2480e-04
ERR346600.23288	401	101	0.0000	1.1102e-16
ERR346600.23293	398	104	0.0288	1.1102e-16
ERR346600.23292	392	110	0.0000	1.1102e-16
ERR346600.23295	398	104	0.0000	1.1102e-16
ERR346600.23296	389	113	0.0000	1.1102e-16
ERR346600.23297	392	110	0.0091	1.1102e-16
ERR346600.23300	416	86	0.0233	1.1102e-16
ERR346600.23299	398	104	0.1058	1.1102e-16
ERR346600.23298	398	104	0.0000	1.1102e-16
ERR346600.23303	398	104	0.0000	1.1102e-16
ERR346600.23301	401	101	0.0099	1.1102e-16
ERR346600.23305	404	98	0.0000	1.1102e-16
ERR346600.23306	401	101	0.0099	1.1102e-16
ERR346600.23302	390	112	0.0000	1.1102e-16
ERR346600.23304	392	110	0.3364	1.1099e-16
ERR346600.23307	395	107	0.0280	1.1102e-16
ERR346600.23308	380	122	0.0000	1.1102e-16
ERR346600.23311	392	110	0.0000	1.1102e-16
ERR346600.23309	401	101	0.1188	1.1102e-16
ERR346600.23312	394	108	0.0000	1.1102e-16
ERR346600.23310	401	101	0.0000	1.1102e-16
ERR346600.23313	386	116	0.0000	1.1102e-16
ERR346600.23315	392	110	0.0000	1.1102e-16
ERR346600.23317	398	104	0.0000	1.1102e-16
ERR346600.23314	404	98	0.0000	1.1102e-16
ERR346600.23316	392	110	0.0000	1.1102e-16
ERR346600.23318	392	110	0.0000	1.1102e-16
ERR346600.23319	401	101	0.0000	1.1102e-16
ERR346600.23322	404	98	0.0000	1.1102e-16
ERR346600.23320	398	104	0.0000	1.1102e-16
ERR346600.23323	395	107	0.0000	1.1102e-16
ERR346600.23324	401	101	0.0000	1.1102e-16
ERR346600.23321	400	102	0.0000	1.1102e-16
ERR346600.23326	401	101	0.0000	1.1102e-16
ERR346600.23325	411	91	0.0000	1.1102e-16
ERR346600.23327	404	98	0.0000	1.1102e-16
ERR346600.23328	401	101	0.0000	1.1102e-16
ERR346600.23329	386	116	0.0086	1.1102e-16
ERR346600.23330	395	107	0.0000	1.1102e-16
ERR346600.23331	392	110	0.0000	1.1102e-16
ERR346600.23333	410	92	0.0000	1.1102e-16
ERR346600.23334	397	105	0.0000	1.1102e-16
ERR346600.23332	386	116	0.0000	1.1102e-16
ERR346600.23336	392	110	0.0091	1.1102e-16
ERR346600.23337	389	113	0.0088	1.1102e-16
ERR346600.23335	398	104	0.0000	1.1102e-16
ERR346600.23338	404	98	0.0000	1.1102e-16
ERR346600.23340	389	113	0.0088	1.1102e-16
ERR346600.23339	407	95	0.0000	1.1102e-16
ERR346600.23342	401	101	0.0396	1.1102e-16
ERR346600.23344	401	101	0.0000	1.1102e-16
ERR346600.23341	401	101	0.0000	1.1102e-16
ERR346600.23345	398	104	0.0000	1.1102e-16
ERR346600.23343	433	69	0.3043	5.3871e-15
ERR346600.23346	395	107	0.0000	1.1102e-16
ERR346600.23348	395	107	0.0374	1.1102e-16
ERR346600.23347	398	104	0.0000	1.1102e-16
ERR346600.23350	395	107	0.0093	1.1102e-16
ERR346600.23349	383	119	0.0168	1.1102e-16
ERR346600.23353	395	107	0.0000	1.1102e-16
ERR346600.23351	401	101	0.0000	1.1102e-16
ERR346600.23352	398	104	0.0673	1.1102e-16
ERR346600.23354	398	104	0.0288	1.1102e-16
ERR346600.23355	425	77	0.5325	1.9781e-05
ERR346600.23356	401	101	0.0495	1.1102e-16
ERR346600.23357	323	179	0.0000	1.1102e-16
ERR346600.23359	392	110	0.0182	1.1102e-16
ERR346600.23360	386	116	0.0000	1.1102e-16
ERR346600.23358	392	110	0.0909	1.1102e-16
ERR346600.23361	392	110	0.0000	1.1102e-16
ERR346600.23362	407	95	0.0000	1.1102e-16
ERR346600.23363	401	101	0.0099	1.1102e-16
ERR346600.23364	390	112	0.0000	1.1102e-16
ERR346600.23368	398	104	0.0000	1.1102e-16
ERR346600.23369	404	98	0.1531	1.1102e-16
ERR346600.23367	352	150	0.0533	1.1102e-16
ERR346600.23365	371	131	0.0000	1.1102e-16
ERR346600.23366	389	113	0.0708	1.1102e-16
ERR346600.23370	410	92	0.0000	1.1102e-16
ERR346600.23373	389	113	0.0000	1.1102e-16
ERR346600.23372	398	104	0.0096	1.1102e-16
ERR346600.23371	392	110	0.0000	1.1102e-16
ERR346600.23374	398	104	0.0865	1.1102e-16
ERR346600.23378	395	107	0.0000	1.1102e-16
ERR346600.23376	398	104	0.0000	1.1102e-16
ERR346600.23375	401	101	0.0000	1.1102e-16
ERR346600.23377	395	107	0.0000	1.1102e-16
ERR346600.23379	404	98	0.0000	1.1102e-16
ERR346600.23381	389	113	0.0088	1.1102e-16
ERR346600.23382	395	107	0.0280	1.1102e-16
ERR346600.23380	398	104	0.0000	1.1102e-16
ERR346600.23384	383	119	0.0084	1.1102e-16
ERR346600.23385	401	101	0.0000	1.1102e-16
ERR346600.23383	389	113	0.0088	1.1102e-16
ERR346600.23387	398	104	0.0096	1.1102e-16
ERR346600.23388	401	101	0.0000	1.1102e-16
ERR346600.23390	404	98	0.0102	1.1102e-16
ERR346600.23386	395	107	0.0000	1.1102e-16
ERR346600.23389	398	104	0.0000	1.1102e-16
ERR346600.23391	395	107	0.0093	1.1102e-16
ERR346600.23392	398	104	0.0000	1.1102e-16
ERR346600.23395	386	116	0.0000	1.1102e-16
ERR346600.23396	401	101	0.0000	1.1102e-16
ERR346600.23394	410	92	0.0326	1.1102e-16
ERR346600.23393	389	113	0.0000	1.1102e-16
ERR346600.23398	395	107	0.0000	1.1102e-16
ERR346600.23397	398	104	0.0000	1.1102e-16
ERR346600.23401	392	110	0.0000	1.1102e-16
ERR346600.23400	397	105	0.0286	1.1102e-16
ERR346600.23399	413	89	0.0000	1.1102e-16
ERR346600.23403	404	98	0.0714	1.1102e-16
ERR346600.23402	389	113	0.0000	1.1102e-16
ERR346600.23406	401	101	0.0000	1.1102e-16
ERR346600.23404	389	113	0.0000	1.1102e-16
ERR346600.23405	392	110	0.0091	1.1102e-16
ERR346600.23407	388	114	0.0000	1.1102e-16
ERR346600.23408	392	110	0.0273	1.1102e-16
ERR346600.23410	401	101	0.0000	1.1102e-16
ERR346600.23409	398	104	0.0769	1.1102e-16
ERR346600.23411	389	113	0.0000	1.1102e-16
ERR346600.23412	397	105	0.0190	1.1102e-16
ERR346600.23413	398	104	0.0000	1.1102e-16
ERR346600.23415	396	106	0.0000	1.1102e-16
ERR346600.23416	397	105	0.0095	1.1102e-16
ERR346600.23414	398	104	0.0096	1.1102e-16
ERR346600.23417	401	101	0.0297	1.1102e-16
ERR346600.23418	401	101	0.0000	1.1102e-16
ERR346600.23419	386	116	0.0000	1.1102e-16
ERR346600.23420	391	111	0.0000	1.1102e-16
ERR346600.23421	388	114	0.0088	1.1102e-16
ERR346600.23422	398	104	0.0000	1.1102e-16
ERR346600.23423	401	101	0.0099	1.1102e-16
ERR346600.23425	394	108	0.1111	1.1102e-16
ERR346600.23426	404	98	0.0102	1.1102e-16
ERR346600.23424	398	104	0.0385	1.1102e-16
ERR346600.23429	400	102	0.0000	1.1102e-16
ERR346600.23430	386	116	0.0172	1.1102e-16
ERR346600.23428	404	98	0.0102	1.1102e-16
ERR346600.23427	401	101	0.0198	1.1102e-16
ERR346600.23431	387	115	0.0000	1.1102e-16
ERR346600.23434	413	89	0.0000	1.1102e-16
ERR346600.23435	389	113	0.0000	1.1102e-16
ERR346600.23432	414	88	0.0000	1.1102e-16
ERR346600.23433	400	102	0.0000	1.1102e-16
ERR346600.23436	404	98	0.0000	1.1102e-16
ERR346600.23439	389	113	0.0000	1.1102e-16
ERR346600.23440	395	107	0.0000	1.1102e-16
ERR346600.23437	398	104	0.0096	1.1102e-16
ERR346600.23438	398	104	0.0000	1.1102e-16
ERR346600.23441	404	98	0.0102	1.1102e-16
ERR346600.23442	400	102	0.0000	1.1102e-16
ERR346600.23444	392	110	0.0000	1.1102e-16
ERR346600.23445	365	137	0.5474	1.4654e-07
ERR346600.23443	395	107	0.0000	1.1102e-16
ERR346600.23447	410	92	0.0217	1.1102e-16
ERR346600.23448	401	101	0.0693	1.1102e-16
ERR346600.23446	398	104	0.0000	1.1102e-16
ERR346600.23450	407	95	0.0105	1.1102e-16
ERR346600.23451	400	102	0.0000	1.1102e-16
ERR346600.23449	404	98	0.0306	1.1102e-16
ERR346600.23453	392	110	0.0000	1.1102e-16
ERR346600.23452	395	107	0.0000	1.1102e-16
ERR346600.23454	389	113	0.0177	1.1102e-16
ERR346600.23456	401	101	0.0297	1.1102e-16
ERR346600.23458	398	104	0.0096	1.1102e-16
ERR346600.23455	392	110	0.0000	1.1102e-16
ERR346600.23457	398	104	0.0192	1.1102e-16
ERR346600.23459	395	107	0.0000	1.1102e-16
ERR346600.23460	413	89	0.0112	1.1102e-16
ERR346600.23461	392	110	0.0000	1.1102e-16
ERR346600.23464	398	104	0.0000	1.1102e-16
ERR346600.23465	392	110	0.0000	1.1102e-16
ERR346600.23462	395	107	0.0467	1.1102e-16
ERR346600.23463	395	107	0.0000	1.1102e-16
ERR346600.23466	398	104	0.0192	1.1102e-16
ERR346600.23467	389	113	0.0000	1.1102e-16
ERR346600.23468	398	104	0.0000	1.1102e-16
ERR346600.23470	398	104	0.0000	1.1102e-16
ERR346600.23469	404	98	0.0102	1.1102e-16
ERR346600.23471	401	101	0.0594	1.1102e-16
ERR346600.23472	392	110	0.0000	1.1102e-16
ERR346600.23473	410	92	0.0000	1.1102e-16
ERR346600.23475	401	101	0.0000	1.1102e-16
ERR346600.23476	395	107	0.0000	1.1102e-16
ERR346600.23474	392	110	0.0091	1.1102e-16
ERR346600.23477	404	98	0.0714	1.1102e-16
ERR346600.23478	392	110	0.1636	1.1102e-16
ERR346600.23479	389	113	0.0088	1.1102e-16
ERR346600.23480	401	101	0.0000	1.1102e-16
ERR346600.23481	398	104	0.0000	1.1102e-16
ERR346600.23482	398	104	0.0000	1.1102e-16
ERR346600.23483	389	113	0.0000	1.1102e-16
ERR346600.23487	389	113	0.0000	1.1102e-16
ERR346600.23486	397	105	0.0381	1.1102e-16
ERR346600.23485	395	107	0.0000	1.1102e-16
ERR346600.23488	401	101	0.0198	1.1102e-16
ERR346600.23484	398	104	0.0000	1.1102e-16
ERR346600.23490	388	114	0.0000	1.1102e-16
ERR346600.23493	392	110	0.0182	1.1102e-16
ERR346600.23491	401	101	0.0000	1.1102e-16
ERR346600.23492	398	104	0.0096	1.1102e-16
ERR346600.23489	389	113	0.0000	1.1102e-16
ERR346600.23494	395	107	0.0000	1.1102e-16
ERR346600.23497	410	92	0.0109	1.1102e-16
ERR346600.23495	404	98	0.0000	1.1102e-16
ERR346600.23498	383	119	0.0672	1.1102e-16
ERR346600.23496	416	86	0.0000	1.1102e-16
ERR346600.23499	398	104	0.0096	1.1102e-16
ERR346600.23500	395	107	0.0187	1.1102e-16
ERR346600.23505	401	101	0.0099	1.1102e-16
ERR346600.23503	389	113	0.0000	1.1102e-16
ERR346600.23502	398	104	0.0192	1.1102e-16
ERR346600.23501	382	120	0.0083	1.1102e-16
ERR346600.23506	392	110	0.0000	1.1102e-16
ERR346600.23504	398	104	0.0000	1.1102e-16
ERR346600.23507	404	98	0.0000	1.1102e-16
ERR346600.23508	398	104	0.0000	1.1102e-16
ERR346600.23509	398	104	0.0000	1.1102e-16
ERR346600.23510	389	113	0.0000	1.1102e-16
ERR346600.23511	388	114	0.0000	1.1102e-16
ERR346600.23512	392	110	0.0000	1.1102e-16
ERR346600.23514	413	89	0.0000	1.1102e-16
ERR346600.23513	383	119	0.0084	1.1102e-16
ERR346600.23517	392	110	0.0000	1.1102e-16
ERR346600.23515	404	98	0.0000	1.1102e-16
ERR346600.23516	396	106	0.0000	1.1102e-16
ERR346600.23518	410	92	0.0109	1.1102e-16
ERR346600.23519	386	116	0.0000	1.1102e-16
ERR346600.23523	401	101	0.0099	1.1102e-16
ERR346600.23520	389	113	0.0000	1.1102e-16
ERR346600.23522	395	107	0.0000	1.1102e-16
ERR346600.23521	401	101	0.0099	1.1102e-16
ERR346600.23524	410	92	0.0109	1.1102e-16
ERR346600.23526	398	104	0.0000	1.1102e-16
ERR346600.23528	400	102	0.0392	1.1102e-16
ERR346600.23529	401	101	0.0000	1.1102e-16
ERR346600.23525	389	113	0.0973	1.1102e-16
ERR346600.23527	404	98	0.0000	1.1102e-16
ERR346600.23530	398	104	0.0096	1.1102e-16
ERR346600.23531	395	107	0.0000	1.1102e-16
ERR346600.23532	407	95	0.0316	1.1102e-16
ERR346600.23535	395	107	0.0280	1.1102e-16
ERR346600.23533	401	101	0.0000	1.1102e-16
ERR346600.23534	392	110	0.0000	1.1102e-16
