ID	LENGTH	OVERLAP	ERROR	PVALUE
ERR346600.2844	398	104	0.0000	1.1102e-16
ERR346600.2846	401	101	0.0099	1.1102e-16
ERR346600.2847	401	101	0.0099	1.1102e-16
ERR346600.2845	398	104	0.0096	1.1102e-16
ERR346600.2848	395	107	0.0093	1.1102e-16
ERR346600.2850	401	101	0.0000	1.1102e-16
ERR346600.2849	401	101	0.0099	1.1102e-16
ERR346600.2852	398	104	0.0096	1.1102e-16
ERR346600.2853	401	101	0.0000	1.1102e-16
ERR346600.2851	410	92	0.0109	1.1102e-16
ERR346600.2854	389	113	0.0000	1.1102e-16
ERR346600.2856	394	108	0.0556	1.1102e-16
ERR346600.2858	395	107	0.0000	1.1102e-16
ERR346600.2859	383	119	0.0000	1.1102e-16
ERR346600.2855	389	113	0.0000	1.1102e-16
ERR346600.2860	398	104	0.0000	1.1102e-16
ERR346600.2857	401	101	0.0000	1.1102e-16
ERR346600.2861	404	98	0.0000	1.1102e-16
ERR346600.2863	422	80	0.0000	1.1102e-16
ERR346600.2865	392	110	0.0727	1.1102e-16
ERR346600.2866	400	102	0.0000	1.1102e-16
ERR346600.2864	389	113	0.0000	1.1102e-16
ERR346600.2862	395	107	0.0000	1.1102e-16
ERR346600.2867	398	104	0.0577	1.1102e-16
ERR346600.2868	395	107	0.0093	1.1102e-16
ERR346600.2869	404	98	0.0000	1.1102e-16
ERR346600.2870	395	107	0.0093	1.1102e-16
ERR346600.2871	386	116	0.0000	1.1102e-16
ERR346600.2873	401	101	0.0000	1.1102e-16
ERR346600.2872	398	104	0.0288	1.1102e-16
ERR346600.2876	388	114	0.0000	1.1102e-16
ERR346600.2877	398	104	0.0000	1.1102e-16
ERR346600.2875	392	110	0.0000	1.1102e-16
ERR346600.2874	398	104	0.0000	1.1102e-16
ERR346600.2878	404	98	0.0000	1.1102e-16
ERR346600.2881	392	110	0.0091	1.1102e-16
ERR346600.2882	404	98	0.0204	1.1102e-16
ERR346600.2880	398	104	0.0096	1.1102e-16
ERR346600.2879	404	98	0.0000	1.1102e-16
ERR346600.2883	392	110	0.0000	1.1102e-16
ERR346600.2884	401	101	0.0396	1.1102e-16
ERR346600.2888	395	107	0.0187	1.1102e-16
ERR346600.2887	401	101	0.0000	1.1102e-16
ERR346600.2885	404	98	0.1224	1.1102e-16
ERR346600.2886	401	101	0.0099	1.1102e-16
ERR346600.2889	398	104	0.0000	1.1102e-16
ERR346600.2893	398	104	0.0000	1.1102e-16
ERR346600.2890	383	119	0.0084	1.1102e-16
ERR346600.2891	392	110	0.0000	1.1102e-16
ERR346600.2894	395	107	0.0000	1.1102e-16
ERR346600.2892	389	113	0.0000	1.1102e-16
ERR346600.2897	386	116	0.0000	1.1102e-16
ERR346600.2895	398	104	0.0000	1.1102e-16
ERR346600.2898	398	104	0.0000	1.1102e-16
ERR346600.2896	395	107	0.0000	1.1102e-16
ERR346600.2899	398	104	0.2596	1.1102e-16
ERR346600.2901	395	107	0.0000	1.1102e-16
ERR346600.2902	395	107	0.0000	1.1102e-16
ERR346600.2900	395	107	0.0093	1.1102e-16
ERR346600.2904	410	92	0.0326	1.1102e-16
ERR346600.2903	398	104	0.0385	1.1102e-16
ERR346600.2905	383	119	0.0000	1.1102e-16
ERR346600.2906	384	118	0.0085	1.1102e-16
ERR346600.2907	398	104	0.0000	1.1102e-16
ERR346600.2908	389	113	0.0000	1.1102e-16
ERR346600.2910	395	107	0.0000	1.1102e-16
ERR346600.2912	389	113	0.0000	1.1102e-16
ERR346600.2911	392	110	0.0545	1.1102e-16
ERR346600.2909	399	103	0.0000	1.1102e-16
ERR346600.2913	392	110	0.0091	1.1102e-16
ERR346600.2914	392	110	0.0273	1.1102e-16
ERR346600.2917	407	95	0.0000	1.1102e-16
ERR346600.2918	395	107	0.0000	1.1102e-16
ERR346600.2916	392	110	0.0000	1.1102e-16
ERR346600.2915	386	116	0.0259	1.1102e-16
ERR346600.2919	420	82	0.0122	1.1102e-16
ERR346600.2920	404	98	0.0000	1.1102e-16
ERR346600.2923	395	107	0.0000	1.1102e-16
ERR346600.2924	383	119	0.0000	1.1102e-16
ERR346600.2921	395	107	0.0000	1.1102e-16
ERR346600.2922	388	114	0.0000	1.1102e-16
ERR346600.2925	410	92	0.0109	1.1102e-16
ERR346600.2926	413	89	0.0000	1.1102e-16
ERR346600.2927	395	107	0.0000	1.1102e-16
ERR346600.2930	420	82	0.3171	1.3194e-16
ERR346600.2931	395	107	0.0093	1.1102e-16
ERR346600.2928	399	103	0.0388	1.1102e-16
ERR346600.2929	407	95	0.3158	1.1071e-16
ERR346600.2932	398	104	0.0096	1.1102e-16
ERR346600.2933	398	104	0.0192	1.1102e-16
ERR346600.2936	398	104	0.0192	1.1102e-16
ERR346600.2937	410	92	0.0000	1.1102e-16
ERR346600.2934	401	101	0.1683	1.1102e-16
ERR346600.2935	392	110	0.0000	1.1102e-16
ERR346600.2938	401	101	0.0396	1.1102e-16
ERR346600.2939	401	101	0.0000	1.1102e-16
ERR346600.2941	398	104	0.0000	1.1102e-16
ERR346600.2942	398	104	0.0000	1.1102e-16
ERR346600.2943	407	95	0.0526	1.1102e-16
ERR346600.2945	404	98	0.0816	1.1102e-16
ERR346600.2944	383	119	0.0084	1.1102e-16
ERR346600.2940	392	110	0.0000	1.1102e-16
ERR346600.2948	398	104	0.0000	1.1102e-16
ERR346600.2946	371	131	0.0687	1.1102e-16
ERR346600.2949	410	92	0.0109	1.1102e-16
ERR346600.2950	410	92	0.0000	1.1102e-16
ERR346600.2947	395	107	0.0093	1.1102e-16
ERR346600.2951	413	89	0.0225	1.1102e-16
ERR346600.2954	386	116	0.0000	1.1102e-16
ERR346600.2955	392	110	0.0000	1.1102e-16
ERR346600.2953	389	113	0.0088	1.1102e-16
ERR346600.2952	397	105	0.0095	1.1102e-16
ERR346600.2956	407	95	0.0211	1.1102e-16
ERR346600.2957	398	104	0.0000	1.1102e-16
ERR346600.2959	401	101	0.0099	1.1102e-16
ERR346600.2958	406	96	0.0000	1.1102e-16
ERR346600.2961	395	107	0.0000	1.1102e-16
ERR346600.2960	400	102	0.0196	1.1102e-16
ERR346600.2962	395	107	0.0187	1.1102e-16
ERR346600.2965	395	107	0.3458	1.1039e-16
ERR346600.2964	401	101	0.0000	1.1102e-16
ERR346600.2963	410	92	0.0435	1.1102e-16
ERR346600.2967	398	104	0.0096	1.1102e-16
ERR346600.2966	395	107	0.0000	1.1102e-16
ERR346600.2968	383	119	0.0000	1.1102e-16
ERR346600.2970	389	113	0.1681	1.1102e-16
ERR346600.2971	407	95	0.0000	1.1102e-16
ERR346600.2973	401	101	0.0000	1.1102e-16
ERR346600.2969	389	113	0.0000	1.1102e-16
ERR346600.2972	386	116	0.0000	1.1102e-16
ERR346600.2974	398	104	0.0000	1.1102e-16
ERR346600.2976	395	107	0.0280	1.1102e-16
ERR346600.2977	395	107	0.0093	1.1102e-16
ERR346600.2975	395	107	0.0093	1.1102e-16
ERR346600.2978	407	95	0.0000	1.1102e-16
ERR346600.2979	398	104	0.0385	1.1102e-16
ERR346600.2982	395	107	0.0561	1.1102e-16
ERR346600.2983	401	101	0.0000	1.1102e-16
ERR346600.2981	401	101	0.0099	1.1102e-16
ERR346600.2980	404	98	0.0000	1.1102e-16
ERR346600.2984	401	101	0.0000	1.1102e-16
ERR346600.2985	404	98	0.0000	1.1102e-16
ERR346600.2986	395	107	0.0000	1.1102e-16
ERR346600.2989	401	101	0.0000	1.1102e-16
ERR346600.2987	386	116	0.0000	1.1102e-16
ERR346600.2990	401	101	0.0396	1.1102e-16
ERR346600.2988	413	89	0.0000	1.1102e-16
ERR346600.2992	397	105	0.0286	1.1102e-16
ERR346600.2991	401	101	0.0495	1.1102e-16
ERR346600.2993	392	110	0.0273	1.1102e-16
ERR346600.2995	467	35	0.1714	5.7167e-13
ERR346600.2994	410	92	0.0000	1.1102e-16
ERR346600.2997	410	92	0.0109	1.1102e-16
ERR346600.2996	389	113	0.0000	1.1102e-16
ERR346600.3000	389	113	0.0000	1.1102e-16
ERR346600.3001	392	110	0.0091	1.1102e-16
ERR346600.2998	398	104	0.0577	1.1102e-16
ERR346600.3002	395	107	0.0000	1.1102e-16
ERR346600.2999	401	101	0.0099	1.1102e-16
ERR346600.3004	395	107	0.0000	1.1102e-16
ERR346600.3003	398	104	0.0000	1.1102e-16
ERR346600.3005	392	110	0.0000	1.1102e-16
ERR346600.3007	395	107	0.1028	1.1102e-16
ERR346600.3006	426	76	0.3421	4.8046e-14
ERR346600.3009	410	92	0.1304	1.1102e-16
ERR346600.3008	398	104	0.0000	1.1102e-16
ERR346600.3011	383	119	0.0000	1.1102e-16
ERR346600.3013	392	110	0.0000	1.1102e-16
ERR346600.3010	395	107	0.0000	1.1102e-16
ERR346600.3012	398	104	0.0000	1.1102e-16
ERR346600.3014	401	101	0.0792	1.1102e-16
ERR346600.3015	392	110	0.0091	1.1102e-16
ERR346600.3016	401	101	0.0000	1.1102e-16
ERR346600.3018	399	103	0.0097	1.1102e-16
ERR346600.3017	404	98	0.0000	1.1102e-16
ERR346600.3019	398	104	0.0577	1.1102e-16
ERR346600.3020	392	110	0.0000	1.1102e-16
ERR346600.3022	380	122	0.0000	1.1102e-16
ERR346600.3021	395	107	0.0000	1.1102e-16
ERR346600.3023	395	107	0.0093	1.1102e-16
ERR346600.3024	392	110	0.0000	1.1102e-16
ERR346600.3025	410	92	0.0217	1.1102e-16
ERR346600.3027	407	95	0.0000	1.1102e-16
ERR346600.3028	386	116	0.0259	1.1102e-16
ERR346600.3026	398	104	0.5962	2.9637e-04
ERR346600.3029	395	107	0.0000	1.1102e-16
ERR346600.3030	399	103	0.0097	1.1102e-16
ERR346600.3031	398	104	0.0000	1.1102e-16
ERR346600.3032	389	113	0.0088	1.1102e-16
ERR346600.3033	389	113	0.0354	1.1102e-16
ERR346600.3034	407	95	0.0000	1.1102e-16
ERR346600.3036	398	104	0.0000	1.1102e-16
ERR346600.3037	392	110	0.0000	1.1102e-16
ERR346600.3035	385	117	0.0000	1.1102e-16
ERR346600.3039	392	110	0.0000	1.1102e-16
ERR346600.3040	383	119	0.0000	1.1102e-16
ERR346600.3038	398	104	0.0000	1.1102e-16
ERR346600.3043	410	92	0.0109	1.1102e-16
ERR346600.3042	402	100	0.0300	1.1102e-16
ERR346600.3044	395	107	0.0000	1.1102e-16
ERR346600.3041	392	110	0.0000	1.1102e-16
ERR346600.3045	395	107	0.0093	1.1102e-16
ERR346600.3046	389	113	0.0088	1.1102e-16
ERR346600.3049	404	98	0.0000	1.1102e-16
ERR346600.3050	389	113	0.1947	1.1102e-16
ERR346600.3048	395	107	0.0000	1.1102e-16
ERR346600.3047	410	92	0.4022	1.0171e-12
ERR346600.3051	395	107	0.0000	1.1102e-16
ERR346600.3052	392	110	0.0000	1.1102e-16
ERR346600.3054	413	89	0.0000	1.1102e-16
ERR346600.3053	400	102	0.0000	1.1102e-16
ERR346600.3055	407	95	0.0211	1.1102e-16
ERR346600.3057	410	92	0.0109	1.1102e-16
ERR346600.3056	395	107	0.0093	1.1102e-16
ERR346600.3059	386	116	0.0000	1.1102e-16
ERR346600.3058	402	100	0.0000	1.1102e-16
ERR346600.3060	392	110	0.0000	1.1102e-16
ERR346600.3061	392	110	0.0000	1.1102e-16
ERR346600.3062	398	104	0.0385	1.1102e-16
ERR346600.3063	398	104	0.0096	1.1102e-16
ERR346600.3064	398	104	0.0000	1.1102e-16
ERR346600.3065	383	119	0.0000	1.1102e-16
ERR346600.3066	398	104	0.0000	1.1102e-16
ERR346600.3067	413	89	0.0000	1.1102e-16
ERR346600.3068	395	107	0.0000	1.1102e-16
ERR346600.3069	395	107	0.1308	1.1102e-16
ERR346600.3072	395	107	0.0748	1.1102e-16
ERR346600.3070	410	92	0.0000	1.1102e-16
ERR346600.3071	398	104	0.0000	1.1102e-16
ERR346600.3073	389	113	0.0088	1.1102e-16
ERR346600.3074	395	107	0.1121	1.1102e-16
ERR346600.3075	398	104	0.0096	1.1102e-16
ERR346600.3076	392	110	0.0000	1.1102e-16
ERR346600.3078	389	113	0.0000	1.1102e-16
ERR346600.3080	392	110	0.0000	1.1102e-16
ERR346600.3077	389	113	0.1239	1.1102e-16
ERR346600.3079	407	95	0.0000	1.1102e-16
ERR346600.3081	398	104	0.0000	1.1102e-16
ERR346600.3082	404	98	0.0102	1.1102e-16
ERR346600.3084	392	110	0.0000	1.1102e-16
ERR346600.3086	398	104	0.0000	1.1102e-16
ERR346600.3085	342	160	0.1375	1.1102e-16
ERR346600.3083	465	37	0.5946	1.9441e-02
ERR346600.3087	395	107	0.0000	1.1102e-16
ERR346600.3090	395	107	0.0000	1.1102e-16
ERR346600.3091	398	104	0.0673	1.1102e-16
ERR346600.3088	401	101	0.0000	1.1102e-16
ERR346600.3089	389	113	0.0000	1.1102e-16
ERR346600.3092	392	110	0.0364	1.1102e-16
ERR346600.3093	407	95	0.0211	1.1102e-16
ERR346600.3094	392	110	0.0000	1.1102e-16
ERR346600.3095	401	101	0.0099	1.1102e-16
ERR346600.3096	388	114	0.0000	1.1102e-16
ERR346600.3097	395	107	0.0093	1.1102e-16
ERR346600.3098	389	113	0.0000	1.1102e-16
ERR346600.3099	401	101	0.0099	1.1102e-16
ERR346600.3100	392	110	0.0545	1.1102e-16
ERR346600.3104	398	104	0.0000	1.1102e-16
ERR346600.3101	380	122	0.0082	1.1102e-16
ERR346600.3102	392	110	0.0000	1.1102e-16
ERR346600.3103	390	112	0.0000	1.1102e-16
ERR346600.3108	395	107	0.0000	1.1102e-16
ERR346600.3106	398	104	0.0096	1.1102e-16
ERR346600.3107	394	108	0.0093	1.1102e-16
ERR346600.3109	395	107	0.0000	1.1102e-16
ERR346600.3105	398	104	0.0096	1.1102e-16
ERR346600.3111	398	104	0.2788	1.1102e-16
ERR346600.3112	392	110	0.0000	1.1102e-16
ERR346600.3110	401	101	0.0000	1.1102e-16
ERR346600.3113	411	91	0.0110	1.1102e-16
ERR346600.3114	389	113	0.0000	1.1102e-16
ERR346600.3115	392	110	0.0000	1.1102e-16
ERR346600.3118	395	107	0.0000	1.1102e-16
ERR346600.3119	395	107	0.0000	1.1102e-16
ERR346600.3116	384	118	0.0000	1.1102e-16
ERR346600.3121	392	110	0.0000	1.1102e-16
ERR346600.3117	389	113	0.3186	1.1102e-16
ERR346600.3120	389	113	0.0000	1.1102e-16
ERR346600.3123	398	104	0.0000	1.1102e-16
ERR346600.3122	383	119	0.0000	1.1102e-16
ERR346600.3125	389	113	0.0088	1.1102e-16
ERR346600.3124	394	108	0.0093	1.1102e-16
ERR346600.3126	398	104	0.0096	1.1102e-16
ERR346600.3128	404	98	0.0102	1.1102e-16
ERR346600.3130	389	113	0.0000	1.1102e-16
ERR346600.3127	401	101	0.0099	1.1102e-16
ERR346600.3131	401	101	0.0000	1.1102e-16
ERR346600.3132	392	110	0.0182	1.1102e-16
ERR346600.3129	395	107	0.0093	1.1102e-16
ERR346600.3134	400	102	0.0000	1.1102e-16
ERR346600.3135	389	113	0.0265	1.1102e-16
ERR346600.3133	392	110	0.3818	1.8507e-16
ERR346600.3136	395	107	0.0093	1.1102e-16
ERR346600.3137	410	92	0.0109	1.1102e-16
ERR346600.3138	394	108	0.0093	1.1102e-16
ERR346600.3141	401	101	0.0198	1.1102e-16
ERR346600.3142	398	104	0.0000	1.1102e-16
ERR346600.3139	404	98	0.0918	1.1102e-16
ERR346600.3140	386	116	0.0000	1.1102e-16
ERR346600.3144	398	104	0.0481	1.1102e-16
ERR346600.3143	392	110	0.0000	1.1102e-16
ERR346600.3145	389	113	0.0000	1.1102e-16
ERR346600.3146	404	98	0.0000	1.1102e-16
ERR346600.3147	401	101	0.0000	1.1102e-16
ERR346600.3148	395	107	0.0280	1.1102e-16
ERR346600.3151	392	110	0.0000	1.1102e-16
ERR346600.3152	401	101	0.0099	1.1102e-16
ERR346600.3150	398	104	0.0192	1.1102e-16
ERR346600.3153	395	107	0.0000	1.1102e-16
ERR346600.3149	401	101	0.0594	1.1102e-16
ERR346600.3154	395	107	0.1682	1.1102e-16
ERR346600.3156	407	95	0.0211	1.1102e-16
ERR346600.3155	398	104	0.1058	1.1102e-16
ERR346600.3159	395	107	0.0000	1.1102e-16
ERR346600.3157	398	104	0.0192	1.1102e-16
ERR346600.3158	392	110	0.0000	1.1102e-16
ERR346600.3160	404	98	0.0000	1.1102e-16
ERR346600.3161	398	104	0.1731	1.1102e-16
ERR346600.3163	298	204	0.4608	1.1061e-16
ERR346600.3164	398	104	0.0000	1.1102e-16
ERR346600.3165	389	113	0.0177	1.1102e-16
ERR346600.3162	398	104	0.0000	1.1102e-16
ERR346600.3166	404	98	0.0000	1.1102e-16
ERR346600.3168	380	122	0.0000	1.1102e-16
ERR346600.3169	404	98	0.0306	1.1102e-16
ERR346600.3167	392	110	0.0000	1.1102e-16
ERR346600.3170	386	116	0.0172	1.1102e-16
ERR346600.3171	395	107	0.0093	1.1102e-16
ERR346600.3172	398	104	0.0000	1.1102e-16
ERR346600.3174	400	102	0.0098	1.1102e-16
ERR346600.3175	392	110	0.0091	1.1102e-16
ERR346600.3173	395	107	0.0000	1.1102e-16
ERR346600.3177	392	110	0.0636	1.1102e-16
ERR346600.3176	395	107	0.0000	1.1102e-16
ERR346600.3181	395	107	0.0093	1.1102e-16
ERR346600.3180	392	110	0.0182	1.1102e-16
ERR346600.3178	401	101	0.0000	1.1102e-16
ERR346600.3179	401	101	0.0198	1.1102e-16
ERR346600.3182	392	110	0.0091	1.1102e-16
ERR346600.3184	272	230	0.6348	5.4198e-05
ERR346600.3185	401	101	0.0297	1.1102e-16
ERR346600.3183	392	110	0.0000	1.1102e-16
ERR346600.3187	401	101	0.0000	1.1102e-16
ERR346600.3186	383	119	0.0084	1.1102e-16
ERR346600.3189	405	97	0.0000	1.1102e-16
ERR346600.3188	398	104	0.0000	1.1102e-16
ERR346600.3190	401	101	0.0000	1.1102e-16
ERR346600.3192	401	101	0.0000	1.1102e-16
ERR346600.3191	401	101	0.0000	1.1102e-16
ERR346600.3194	401	101	0.0000	1.1102e-16
ERR346600.3195	395	107	0.0000	1.1102e-16
ERR346600.3193	392	110	0.0091	1.1102e-16
ERR346600.3198	404	98	0.0000	1.1102e-16
ERR346600.3196	398	104	0.0000	1.1102e-16
ERR346600.3197	395	107	0.0000	1.1102e-16
ERR346600.3199	395	107	0.0000	1.1102e-16
ERR346600.3200	398	104	0.0000	1.1102e-16
ERR346600.3202	389	113	0.0265	1.1102e-16
ERR346600.3203	398	104	0.0000	1.1102e-16
ERR346600.3204	398	104	0.0192	1.1102e-16
ERR346600.3201	398	104	0.0000	1.1102e-16
ERR346600.3205	389	113	0.0000	1.1102e-16
ERR346600.3206	395	107	0.0093	1.1102e-16
ERR346600.3207	386	116	0.0000	1.1102e-16
ERR346600.3208	392	110	0.0000	1.1102e-16
ERR346600.3209	395	107	0.0093	1.1102e-16
ERR346600.3210	398	104	0.0000	1.1102e-16
ERR346600.3211	395	107	0.0000	1.1102e-16
ERR346600.3212	392	110	0.0091	1.1102e-16
ERR346600.3215	395	107	0.0093	1.1102e-16
ERR346600.3213	398	104	0.0000	1.1102e-16
ERR346600.3214	398	104	0.0000	1.1102e-16
ERR346600.3216	401	101	0.1287	1.1102e-16
ERR346600.3217	404	98	0.0000	1.1102e-16
ERR346600.3218	401	101	0.0000	1.1102e-16
ERR346600.3220	389	113	0.0000	1.1102e-16
ERR346600.3221	395	107	0.0561	1.1102e-16
ERR346600.3219	407	95	0.0000	1.1102e-16
ERR346600.3222	401	101	0.0198	1.1102e-16
ERR346600.3225	395	107	0.0000	1.1102e-16
ERR346600.3224	401	101	0.0198	1.1102e-16
ERR346600.3223	413	89	0.2472	1.1102e-16
ERR346600.3228	385	117	0.0085	1.1102e-16
ERR346600.3227	383	119	0.0084	1.1102e-16
ERR346600.3229	401	101	0.0000	1.1102e-16
ERR346600.3226	401	101	0.0000	1.1102e-16
ERR346600.3230	392	110	0.0000	1.1102e-16
ERR346600.3231	398	104	0.0000	1.1102e-16
ERR346600.3232	404	98	0.0000	1.1102e-16
ERR346600.3233	401	101	0.0000	1.1102e-16
ERR346600.3236	413	89	0.0112	1.1102e-16
ERR346600.3234	398	104	0.0000	1.1102e-16
ERR346600.3237	398	104	0.0096	1.1102e-16
ERR346600.3238	410	92	0.0109	1.1102e-16
ERR346600.3235	392	110	0.0000	1.1102e-16
ERR346600.3241	401	101	0.0000	1.1102e-16
ERR346600.3240	401	101	0.0000	1.1102e-16
ERR346600.3242	398	104	0.0096	1.1102e-16
ERR346600.3239	404	98	0.0000	1.1102e-16
ERR346600.3243	401	101	0.0000	1.1102e-16
ERR346600.3246	404	98	0.0000	1.1102e-16
ERR346600.3244	398	104	0.0000	1.1102e-16
ERR346600.3245	401	101	0.2673	1.1102e-16
ERR346600.3247	387	115	0.0000	1.1102e-16
ERR346600.3249	398	104	0.0000	1.1102e-16
ERR346600.3250	398	104	0.0000	1.1102e-16
ERR346600.3251	407	95	0.0842	1.1102e-16
ERR346600.3248	401	101	0.0495	1.1102e-16
ERR346600.3252	404	98	0.0000	1.1102e-16
ERR346600.3253	392	110	0.0364	1.1102e-16
ERR346600.3254	404	98	0.0000	1.1102e-16
ERR346600.3257	398	104	0.0000	1.1102e-16
ERR346600.3258	401	101	0.0099	1.1102e-16
ERR346600.3255	392	110	0.0000	1.1102e-16
ERR346600.3256	392	110	0.0000	1.1102e-16
ERR346600.3259	398	104	0.0000	1.1102e-16
ERR346600.3260	383	119	0.0084	1.1102e-16
ERR346600.3263	395	107	0.0000	1.1102e-16
ERR346600.3264	401	101	0.0000	1.1102e-16
ERR346600.3261	386	116	0.0000	1.1102e-16
ERR346600.3266	395	107	0.0000	1.1102e-16
ERR346600.3265	398	104	0.0962	1.1102e-16
ERR346600.3262	389	113	0.0000	1.1102e-16
ERR346600.3267	417	85	0.1882	1.1102e-16
ERR346600.3269	380	122	0.0164	1.1102e-16
ERR346600.3268	401	101	0.0000	1.1102e-16
ERR346600.3270	395	107	0.0000	1.1102e-16
ERR346600.3271	401	101	0.0000	1.1102e-16
ERR346600.3272	395	107	0.0093	1.1102e-16
ERR346600.3273	392	110	0.0182	1.1102e-16
ERR346600.3274	416	86	0.0116	1.1102e-16
ERR346600.3276	395	107	0.0000	1.1102e-16
ERR346600.3277	397	105	0.0000	1.1102e-16
ERR346600.3275	386	116	0.0000	1.1102e-16
ERR346600.3278	398	104	0.0192	1.1102e-16
ERR346600.3281	392	110	0.0000	1.1102e-16
ERR346600.3279	389	113	0.0531	1.1102e-16
ERR346600.3282	392	110	0.0000	1.1102e-16
ERR346600.3280	389	113	0.0177	1.1102e-16
ERR346600.3285	401	101	0.0297	1.1102e-16
ERR346600.3283	392	110	0.0000	1.1102e-16
ERR346600.3284	386	116	0.0603	1.1102e-16
ERR346600.3286	401	101	0.0099	1.1102e-16
ERR346600.3290	398	104	0.0385	1.1102e-16
ERR346600.3287	389	113	0.0000	1.1102e-16
ERR346600.3289	380	122	0.0000	1.1102e-16
ERR346600.3288	398	104	0.0481	1.1102e-16
ERR346600.3292	395	107	0.0000	1.1102e-16
ERR346600.3291	392	110	0.0091	1.1102e-16
ERR346600.3293	398	104	0.0096	1.1102e-16
ERR346600.3294	395	107	0.0093	1.1102e-16
ERR346600.3297	398	104	0.0000	1.1102e-16
ERR346600.3298	386	116	0.0000	1.1102e-16
ERR346600.3296	386	116	0.0000	1.1102e-16
ERR346600.3299	392	110	0.0273	1.1102e-16
ERR346600.3300	394	108	0.0000	1.1102e-16
ERR346600.3295	410	92	0.0109	1.1102e-16
ERR346600.3301	390	112	0.0089	1.1102e-16
ERR346600.3303	386	116	0.2241	1.1102e-16
ERR346600.3302	401	101	0.0396	1.1102e-16
ERR346600.3305	404	98	0.0000	1.1102e-16
ERR346600.3306	398	104	0.0288	1.1102e-16
ERR346600.3304	392	110	0.0091	1.1102e-16
ERR346600.3308	410	92	0.0000	1.1102e-16
ERR346600.3309	404	98	0.0000	1.1102e-16
ERR346600.3311	398	104	0.3846	2.1937e-15
ERR346600.3307	401	101	0.0000	1.1102e-16
ERR346600.3312	395	107	0.0000	1.1102e-16
ERR346600.3313	410	92	0.0000	1.1102e-16
ERR346600.3310	391	111	0.0360	1.1102e-16
ERR346600.3315	392	110	0.0000	1.1102e-16
ERR346600.3316	392	110	0.0091	1.1102e-16
ERR346600.3314	407	95	0.0000	1.1102e-16
ERR346600.3318	401	101	0.0990	1.1102e-16
ERR346600.3319	395	107	0.0000	1.1102e-16
ERR346600.3317	401	101	0.0000	1.1102e-16
ERR346600.3322	389	113	0.0000	1.1102e-16
ERR346600.3321	392	110	0.0091	1.1102e-16
ERR346600.3320	395	107	0.0093	1.1102e-16
ERR346600.3324	386	116	0.0000	1.1102e-16
ERR346600.3325	400	102	0.0196	1.1102e-16
ERR346600.3323	398	104	0.0385	1.1102e-16
ERR346600.3328	404	98	0.0102	1.1102e-16
ERR346600.3327	389	113	0.0177	1.1102e-16
ERR346600.3326	397	105	0.0000	1.1102e-16
ERR346600.3330	392	110	0.0000	1.1102e-16
ERR346600.3331	395	107	0.0093	1.1102e-16
ERR346600.3332	413	89	0.0112	1.1102e-16
ERR346600.3329	392	110	0.0091	1.1102e-16
ERR346600.3333	410	92	0.2391	1.1102e-16
ERR346600.3334	410	92	0.0435	1.1102e-16
ERR346600.3337	371	131	0.0000	1.1102e-16
ERR346600.3338	392	110	0.4000	5.0083e-15
ERR346600.3339	385	117	0.0000	1.1102e-16
ERR346600.3336	410	92	0.0000	1.1102e-16
ERR346600.3335	389	113	0.0000	1.1102e-16
ERR346600.3340	392	110	0.0000	1.1102e-16
ERR346600.3341	406	96	0.0104	1.1102e-16
ERR346600.3344	396	106	0.0000	1.1102e-16
ERR346600.3343	392	110	0.0364	1.1102e-16
ERR346600.3342	395	107	0.0000	1.1102e-16
ERR346600.3345	386	116	0.0345	1.1102e-16
ERR346600.3346	383	119	0.0168	1.1102e-16
ERR346600.3348	398	104	0.0192	1.1102e-16
ERR346600.3350	407	95	0.0105	1.1102e-16
ERR346600.3349	401	101	0.0198	1.1102e-16
ERR346600.3347	398	104	0.0000	1.1102e-16
ERR346600.3351	386	116	0.0000	1.1102e-16
ERR346600.3352	395	107	0.0000	1.1102e-16
ERR346600.3354	392	110	0.0000	1.1102e-16
ERR346600.3355	423	79	0.0000	1.1102e-16
ERR346600.3353	395	107	0.0000	1.1102e-16
ERR346600.3357	393	109	0.0000	1.1102e-16
ERR346600.3358	410	92	0.0217	1.1102e-16
ERR346600.3356	392	110	0.0182	1.1102e-16
ERR346600.3360	401	101	0.0000	1.1102e-16
ERR346600.3359	395	107	0.0093	1.1102e-16
ERR346600.3363	404	98	0.0000	1.1102e-16
ERR346600.3364	395	107	0.0000	1.1102e-16
ERR346600.3361	404	98	0.0000	1.1102e-16
ERR346600.3362	398	104	0.5577	1.0676e-05
ERR346600.3365	392	110	0.0091	1.1102e-16
ERR346600.3367	392	110	0.0000	1.1102e-16
ERR346600.3366	401	101	0.0099	1.1102e-16
ERR346600.3370	392	110	0.5909	1.3225e-04
ERR346600.3371	389	113	0.0000	1.1102e-16
ERR346600.3369	398	104	0.0000	1.1102e-16
ERR346600.3368	407	95	0.0211	1.1102e-16
ERR346600.3372	389	113	0.0000	1.1102e-16
ERR346600.3373	386	116	0.0345	1.1102e-16
ERR346600.3376	395	107	0.0000	1.1102e-16
ERR346600.3377	398	104	0.0096	1.1102e-16
ERR346600.3375	401	101	0.0099	1.1102e-16
ERR346600.3374	389	113	0.0000	1.1102e-16
ERR346600.3378	399	103	0.0971	1.1102e-16
ERR346600.3379	392	110	0.0091	1.1102e-16
ERR346600.3382	389	113	0.0000	1.1102e-16
